,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Education_Category,Age Index,EnvironmentSatisfaction_Category,WorkLifeBalance_Category,JobInvolvement_Category
703,38,No,Non-Travel,152,Sales,10,Technical Degree,3,Female,85,3,Sales Executive,4,Single,5666,19899,1,Yes,13,3,2,0,6,1,3,5,3,1,3,Bachelor,Millenials 24-38 Y,High,High,Better
704,35,No,Travel_Rarely,882,Sales,3,Life Sciences,4,Male,92,3,Sales Executive,4,Divorced,7823,6812,6,No,13,3,2,1,12,2,3,10,9,0,8,Master,Millenials 24-38 Y,Very High,High,Better
705,39,No,Travel_Rarely,903,Sales,2,Life Sciences,1,Male,41,4,Sales Executive,3,Single,7880,2560,0,No,18,3,4,0,9,3,3,8,7,0,7,Doctor,Gen X 39-54 Y,Low,High,Very High
706,40,Yes,Non-Travel,1479,Sales,24,Life Sciences,2,Female,100,4,Sales Executive,2,Single,13194,17071,4,Yes,16,3,4,0,22,2,2,1,0,0,0,Bachelor,Gen X 39-54 Y,Medium,Medium,Very High
707,47,No,Travel_Frequently,1379,Research & Development,16,Medical,3,Male,64,4,Manufacturing Director,3,Divorced,5067,6759,1,Yes,19,3,3,0,20,3,4,19,10,2,7,Master,Gen X 39-54 Y,High,Best,Very High
708,36,No,Non-Travel,1229,Sales,8,Technical Degree,1,Male,84,3,Sales Executive,4,Divorced,5079,25952,4,No,13,3,4,2,12,3,3,7,7,0,7,Master,Millenials 24-38 Y,Low,High,Better
709,31,Yes,Non-Travel,335,Research & Development,9,Medical,3,Male,46,2,Research Scientist,1,Single,2321,10322,0,Yes,22,4,1,0,4,0,3,3,2,1,2,Bachelor,Millenials 24-38 Y,High,High,Good
710,33,No,Non-Travel,722,Sales,17,Life Sciences,4,Male,38,3,Manager,3,Single,17444,20489,1,No,11,3,4,0,10,2,3,10,8,6,0,Bachelor,Millenials 24-38 Y,Very High,High,Better
711,29,Yes,Travel_Rarely,906,Research & Development,10,Life Sciences,4,Female,92,2,Research Scientist,1,Single,2404,11479,6,Yes,20,4,3,0,3,5,3,0,0,0,0,Bachelor,Millenials 24-38 Y,Very High,High,Good
712,33,No,Travel_Rarely,461,Research & Development,13,Life Sciences,2,Female,53,3,Research Scientist,4,Single,3452,17241,3,No,18,3,1,0,5,4,3,3,2,0,2,Bachelor,Millenials 24-38 Y,Medium,High,Better
713,45,No,Travel_Rarely,974,Research & Development,1,Medical,4,Female,91,3,Laboratory Technician,4,Divorced,2270,11005,3,No,14,3,4,2,8,2,3,5,3,0,2,Master,Gen X 39-54 Y,Very High,High,Better
714,50,No,Travel_Rarely,1126,Research & Development,1,Medical,4,Male,66,3,Research Director,4,Divorced,17399,6615,9,No,22,4,3,1,32,1,2,5,4,1,3,Bachelor,Gen X 39-54 Y,Very High,Medium,Better
715,33,No,Travel_Frequently,827,Research & Development,1,Other,3,Female,84,4,Healthcare Representative,2,Married,5488,20161,1,Yes,13,3,1,1,6,2,3,6,5,1,2,Master,Millenials 24-38 Y,High,High,Very High
716,41,No,Travel_Frequently,840,Research & Development,9,Medical,1,Male,64,3,Research Director,3,Divorced,19419,3735,2,No,17,3,2,1,21,2,4,18,16,0,11,Bachelor,Gen X 39-54 Y,Low,Best,Better
717,27,No,Travel_Rarely,1134,Research & Development,16,Technical Degree,3,Female,37,3,Laboratory Technician,2,Married,2811,12086,9,No,14,3,2,1,4,2,3,2,2,2,2,Master,Millenials 24-38 Y,High,High,Better
718,45,No,Non-Travel,248,Research & Development,23,Life Sciences,4,Male,42,3,Laboratory Technician,1,Married,3633,14039,1,Yes,15,3,3,1,9,2,3,9,8,0,8,Bachelor,Gen X 39-54 Y,Very High,High,Better
719,47,No,Travel_Rarely,955,Sales,4,Life Sciences,4,Female,83,3,Sales Executive,4,Single,4163,8571,1,Yes,17,3,3,0,9,0,3,9,0,0,7,Bachelor,Gen X 39-54 Y,Very High,High,Better
720,30,Yes,Travel_Rarely,138,Research & Development,22,Life Sciences,1,Female,48,3,Research Scientist,3,Married,2132,11539,4,Yes,11,3,2,0,7,2,3,5,2,0,1,Bachelor,Millenials 24-38 Y,Low,High,Better
721,50,No,Travel_Rarely,939,Research & Development,24,Life Sciences,4,Male,95,3,Manufacturing Director,3,Married,13973,4161,3,Yes,18,3,4,1,22,2,3,12,11,1,5,Bachelor,Gen X 39-54 Y,Very High,High,Better
722,38,No,Travel_Frequently,1391,Research & Development,10,Medical,3,Male,66,3,Research Scientist,3,Married,2684,12127,0,No,17,3,2,1,3,0,2,2,1,0,2,Bachelor,Millenials 24-38 Y,High,Medium,Better
723,46,No,Travel_Rarely,566,Research & Development,7,Medical,4,Male,75,3,Manufacturing Director,3,Divorced,10845,24208,6,No,13,3,2,1,13,3,3,8,7,0,7,Bachelor,Gen X 39-54 Y,Very High,High,Better
724,24,No,Travel_Rarely,1206,Research & Development,17,Medical,4,Female,41,2,Manufacturing Director,3,Divorced,4377,24117,1,No,15,3,2,2,5,6,3,4,2,3,2,Bachelor,Millenials 24-38 Y,Very High,High,Good
725,35,Yes,Travel_Rarely,622,Research & Development,14,Other,3,Male,39,2,Laboratory Technician,2,Divorced,3743,10074,1,Yes,24,4,4,1,5,2,1,4,2,0,2,Master,Millenials 24-38 Y,High,Low,Good
726,31,No,Travel_Frequently,853,Research & Development,1,Life Sciences,3,Female,96,3,Manufacturing Director,1,Married,4148,11275,1,No,12,3,3,1,4,1,3,4,3,0,3,Bachelor,Millenials 24-38 Y,High,High,Better
727,18,No,Non-Travel,287,Research & Development,5,Life Sciences,2,Male,73,3,Research Scientist,4,Single,1051,13493,1,No,15,3,4,0,0,2,3,0,0,0,0,Bachelor,Gen Z 18 - 23 Y,Medium,High,Better
728,54,No,Travel_Rarely,1441,Research & Development,17,Technical Degree,3,Female,56,3,Manufacturing Director,3,Married,10739,13943,8,No,11,3,3,1,22,2,3,10,7,0,8,Bachelor,Gen X 39-54 Y,High,High,Better
729,35,No,Travel_Rarely,583,Research & Development,25,Medical,3,Female,57,3,Healthcare Representative,3,Divorced,10388,6975,1,Yes,11,3,3,1,16,3,2,16,10,10,1,Master,Millenials 24-38 Y,High,Medium,Better
730,30,No,Travel_Rarely,153,Research & Development,8,Life Sciences,2,Female,73,4,Research Director,1,Married,11416,17802,0,Yes,12,3,3,3,9,4,2,8,7,1,7,Bachelor,Millenials 24-38 Y,Medium,Medium,Very High
731,20,Yes,Travel_Rarely,1097,Research & Development,11,Medical,4,Female,98,2,Research Scientist,1,Single,2600,18275,1,Yes,15,3,1,0,1,2,3,1,0,0,0,Bachelor,Gen Z 18 - 23 Y,Very High,High,Good
732,30,Yes,Travel_Frequently,109,Research & Development,5,Medical,2,Female,60,3,Laboratory Technician,2,Single,2422,25725,0,No,17,3,1,0,4,3,3,3,2,1,2,Bachelor,Millenials 24-38 Y,Medium,High,Better
733,26,No,Travel_Rarely,1066,Research & Development,2,Medical,4,Male,32,4,Manufacturing Director,4,Married,5472,3334,1,No,12,3,2,0,8,2,3,8,7,1,3,Bachelor,Millenials 24-38 Y,Very High,High,Very High
734,22,No,Travel_Rarely,217,Research & Development,8,Life Sciences,2,Male,94,1,Laboratory Technician,1,Married,2451,6881,1,No,15,3,1,1,4,3,2,4,3,1,1,Bachelor,Gen Z 18 - 23 Y,Medium,Medium,Bad
735,48,No,Travel_Rarely,277,Research & Development,6,Life Sciences,1,Male,97,2,Healthcare Representative,3,Single,4240,13119,2,No,13,3,4,0,19,0,3,2,2,2,2,Bachelor,Gen X 39-54 Y,Low,High,Good
736,48,No,Travel_Rarely,1355,Research & Development,4,Life Sciences,3,Male,78,2,Healthcare Representative,3,Single,10999,22245,7,No,14,3,2,0,27,3,3,15,11,4,8,Master,Gen X 39-54 Y,High,High,Good
737,41,No,Travel_Rarely,549,Research & Development,7,Medical,4,Female,42,3,Manufacturing Director,3,Single,5003,23371,6,No,14,3,2,0,8,6,3,2,2,2,1,Bachelor,Gen X 39-54 Y,Very High,High,Better
738,39,No,Travel_Rarely,466,Research & Development,1,Life Sciences,4,Female,65,2,Manufacturing Director,4,Married,12742,7060,1,No,16,3,3,1,21,3,3,21,6,11,8,Bachelor,Gen X 39-54 Y,Very High,High,Good
739,27,No,Travel_Rarely,1055,Research & Development,2,Life Sciences,1,Female,47,3,Manufacturing Director,4,Married,4227,4658,0,No,18,3,2,1,4,2,3,3,2,2,2,Master,Millenials 24-38 Y,Low,High,Better
740,35,No,Travel_Rarely,802,Research & Development,10,Other,2,Male,45,3,Laboratory Technician,4,Divorced,3917,9541,1,No,20,4,1,1,3,4,2,3,2,1,2,Bachelor,Millenials 24-38 Y,Medium,Medium,Better
741,42,No,Travel_Rarely,265,Sales,5,Marketing,4,Male,90,3,Manager,3,Married,18303,7770,6,No,13,3,2,0,21,3,4,1,0,0,0,Bachelor,Gen X 39-54 Y,Very High,Best,Better
742,50,No,Travel_Rarely,804,Research & Development,9,Life Sciences,1,Male,64,3,Laboratory Technician,4,Married,2380,20165,4,No,18,3,2,0,8,5,3,1,0,0,0,Bachelor,Gen X 39-54 Y,Low,High,Better
743,59,No,Travel_Rarely,715,Research & Development,2,Life Sciences,3,Female,69,2,Manufacturing Director,4,Single,13726,21829,3,Yes,13,3,1,0,30,4,3,5,3,4,3,Bachelor,Gen Boomers >= 55 Y,High,High,Good
744,37,Yes,Travel_Rarely,1141,Research & Development,11,Medical,1,Female,61,1,Healthcare Representative,2,Married,4777,14382,5,No,15,3,1,0,15,2,1,1,0,0,0,Bachelor,Millenials 24-38 Y,Low,Low,Bad
745,55,No,Travel_Frequently,135,Research & Development,18,Medical,3,Male,62,3,Healthcare Representative,2,Married,6385,12992,3,Yes,14,3,4,2,17,3,3,8,7,6,7,Master,Gen Boomers >= 55 Y,High,High,Better
746,41,No,Non-Travel,247,Research & Development,7,Life Sciences,2,Female,55,1,Research Director,3,Divorced,19973,20284,1,No,22,4,2,2,21,3,3,21,16,5,10,Bachelor,Gen X 39-54 Y,Medium,High,Bad
747,38,No,Travel_Rarely,1035,Sales,3,Life Sciences,2,Male,42,3,Sales Executive,4,Single,6861,4981,8,Yes,12,3,3,0,19,1,3,1,0,0,0,Master,Millenials 24-38 Y,Medium,High,Better
748,26,Yes,Non-Travel,265,Sales,29,Medical,2,Male,79,1,Sales Executive,1,Single,4969,21813,8,No,18,3,4,0,7,6,3,2,2,2,2,Bachelor,Millenials 24-38 Y,Medium,High,Bad
749,52,Yes,Travel_Rarely,266,Sales,2,Marketing,1,Female,57,1,Manager,4,Married,19845,25846,1,No,15,3,4,1,33,3,3,32,14,6,9,Bachelor,Gen X 39-54 Y,Low,High,Bad
750,44,No,Travel_Rarely,1448,Sales,28,Medical,4,Female,53,4,Sales Executive,4,Married,13320,11737,3,Yes,18,3,3,1,23,2,3,12,11,11,11,Bachelor,Gen X 39-54 Y,Very High,High,Very High
751,50,No,Non-Travel,145,Sales,1,Life Sciences,4,Female,95,3,Sales Executive,3,Married,6347,24920,0,No,12,3,1,1,19,3,3,18,7,0,13,Bachelor,Gen X 39-54 Y,Very High,High,Better
752,36,Yes,Travel_Rarely,885,Research & Development,16,Life Sciences,3,Female,43,4,Laboratory Technician,1,Single,2743,8269,1,No,16,3,3,0,18,1,3,17,13,15,14,Master,Millenials 24-38 Y,High,High,Very High
753,39,No,Travel_Frequently,945,Research & Development,22,Medical,4,Female,82,3,Manufacturing Director,1,Single,10880,5083,1,Yes,13,3,3,0,21,2,3,21,6,2,8,Bachelor,Gen X 39-54 Y,Very High,High,Better
754,33,No,Non-Travel,1038,Sales,8,Life Sciences,2,Female,88,2,Sales Representative,4,Single,2342,21437,0,No,19,3,4,0,3,2,2,2,2,2,2,Bachelor,Millenials 24-38 Y,Medium,Medium,Good
755,45,No,Travel_Rarely,1234,Sales,11,Life Sciences,4,Female,90,3,Manager,4,Married,17650,5404,3,No,13,3,2,1,26,4,4,9,3,1,1,Bachelor,Gen X 39-54 Y,Very High,Best,Better
756,32,No,Non-Travel,1109,Research & Development,29,Medical,4,Female,69,3,Laboratory Technician,3,Single,4025,11135,9,No,12,3,2,0,10,2,3,8,7,7,7,Master,Millenials 24-38 Y,Very High,High,Better
757,34,No,Travel_Rarely,216,Sales,1,Marketing,2,Male,75,4,Sales Executive,4,Divorced,9725,12278,0,No,11,3,4,1,16,2,2,15,1,0,9,Master,Millenials 24-38 Y,Medium,Medium,Very High
758,59,No,Travel_Rarely,1089,Sales,1,Technical Degree,2,Male,66,3,Manager,4,Married,11904,11038,3,Yes,14,3,3,1,14,1,1,6,4,0,4,Bachelor,Gen Boomers >= 55 Y,Medium,Low,Better
759,45,No,Travel_Rarely,788,Human Resources,24,Medical,2,Male,36,3,Human Resources,2,Single,2177,8318,1,No,16,3,1,0,6,3,3,6,3,0,4,Master,Gen X 39-54 Y,Medium,High,Better
760,53,No,Travel_Frequently,124,Sales,2,Marketing,3,Female,38,2,Sales Executive,2,Married,7525,23537,2,No,12,3,1,1,30,2,3,15,7,6,12,Bachelor,Gen X 39-54 Y,High,High,Good
761,36,Yes,Travel_Rarely,660,Research & Development,15,Other,1,Male,81,3,Laboratory Technician,3,Divorced,4834,7858,7,No,14,3,2,1,9,3,2,1,0,0,0,Bachelor,Millenials 24-38 Y,Low,Medium,Better
762,26,Yes,Travel_Frequently,342,Research & Development,2,Life Sciences,1,Male,57,3,Research Scientist,1,Married,2042,15346,6,Yes,14,3,2,1,6,2,3,3,2,1,2,Bachelor,Millenials 24-38 Y,Low,High,Better
763,34,No,Travel_Rarely,1333,Sales,10,Life Sciences,3,Female,87,3,Sales Representative,3,Married,2220,18410,1,Yes,19,3,4,1,1,2,3,1,1,0,0,Master,Millenials 24-38 Y,High,High,Better
764,28,No,Travel_Rarely,1144,Sales,10,Medical,4,Male,74,3,Sales Representative,2,Married,1052,23384,1,No,22,4,2,0,1,5,3,1,0,0,0,Bachelor,Millenials 24-38 Y,Very High,High,Better
765,38,No,Travel_Frequently,1186,Research & Development,3,Other,3,Male,44,3,Research Scientist,3,Married,2821,2997,3,No,16,3,1,1,8,2,3,2,2,2,2,Master,Millenials 24-38 Y,High,High,Better
766,50,No,Travel_Rarely,1464,Research & Development,2,Medical,2,Male,62,3,Research Director,3,Married,19237,12853,2,Yes,11,3,4,1,29,2,2,8,1,7,7,Master,Gen X 39-54 Y,Medium,Medium,Better
767,37,No,Travel_Rarely,124,Research & Development,3,Other,4,Female,35,3,Healthcare Representative,2,Single,4107,13848,3,No,15,3,1,0,8,3,2,4,3,0,1,Bachelor,Millenials 24-38 Y,Very High,Medium,Better
768,40,No,Travel_Rarely,300,Sales,26,Marketing,3,Male,74,3,Sales Executive,1,Married,8396,22217,1,No,14,3,2,1,8,3,2,7,7,7,5,Bachelor,Gen X 39-54 Y,High,Medium,Better
769,26,No,Travel_Frequently,921,Research & Development,1,Medical,1,Female,66,2,Research Scientist,3,Divorced,2007,25265,1,No,13,3,3,2,5,5,3,5,3,1,3,Bachelor,Millenials 24-38 Y,Low,High,Good
770,46,No,Travel_Rarely,430,Research & Development,1,Medical,4,Male,40,3,Research Director,4,Divorced,19627,21445,9,No,17,3,4,2,23,0,3,2,2,2,2,Master,Gen X 39-54 Y,Very High,High,Better
771,54,No,Travel_Rarely,1082,Sales,2,Life Sciences,3,Female,41,2,Sales Executive,3,Married,10686,8392,6,No,11,3,2,1,13,4,3,9,4,7,0,Master,Gen X 39-54 Y,High,High,Good
772,56,No,Travel_Frequently,1240,Research & Development,9,Medical,1,Female,63,3,Research Scientist,3,Married,2942,12154,2,No,19,3,2,1,18,4,3,5,4,0,3,Bachelor,Gen Boomers >= 55 Y,Low,High,Better
773,36,No,Travel_Rarely,796,Research & Development,12,Medical,4,Female,51,2,Manufacturing Director,4,Single,8858,15669,0,No,11,3,2,0,15,2,2,14,8,7,8,Doctor,Millenials 24-38 Y,Very High,Medium,Good
774,55,No,Non-Travel,444,Research & Development,2,Medical,3,Male,40,2,Manager,1,Single,16756,17323,7,No,15,3,2,0,31,3,4,9,7,6,2,Bachelor,Gen Boomers >= 55 Y,High,Best,Good
775,43,No,Travel_Rarely,415,Sales,25,Medical,3,Male,79,2,Sales Executive,4,Divorced,10798,5268,5,No,13,3,3,1,18,5,3,1,0,0,0,Bachelor,Gen X 39-54 Y,High,High,Good
776,20,Yes,Travel_Frequently,769,Sales,9,Marketing,4,Female,54,3,Sales Representative,4,Single,2323,17205,1,Yes,14,3,2,0,2,3,3,2,2,0,2,Bachelor,Gen Z 18 - 23 Y,Very High,High,Better
777,21,Yes,Travel_Rarely,1334,Research & Development,10,Life Sciences,3,Female,36,2,Laboratory Technician,1,Single,1416,17258,1,No,13,3,1,0,1,6,2,1,0,1,0,Bachelor,Gen Z 18 - 23 Y,High,Medium,Good
778,46,No,Travel_Rarely,1003,Research & Development,8,Life Sciences,4,Female,74,2,Research Scientist,1,Divorced,4615,21029,8,Yes,23,4,1,3,19,2,3,16,13,1,7,Master,Gen X 39-54 Y,Very High,High,Good
779,51,Yes,Travel_Rarely,1323,Research & Development,4,Life Sciences,1,Male,34,3,Research Scientist,3,Married,2461,10332,9,Yes,12,3,3,3,18,2,4,10,0,2,7,Master,Gen X 39-54 Y,Low,Best,Better
780,28,Yes,Non-Travel,1366,Research & Development,24,Technical Degree,2,Male,72,2,Healthcare Representative,1,Single,8722,12355,1,No,12,3,1,0,10,2,2,10,7,1,9,Bachelor,Millenials 24-38 Y,Medium,Medium,Good
781,26,No,Travel_Rarely,192,Research & Development,1,Medical,1,Male,59,2,Laboratory Technician,1,Married,3955,11141,1,No,16,3,1,2,6,2,3,5,3,1,3,Bachelor,Millenials 24-38 Y,Low,High,Good
782,30,No,Travel_Rarely,1176,Research & Development,20,Other,3,Male,85,3,Manufacturing Director,1,Married,9957,9096,0,No,15,3,3,1,7,1,2,6,2,0,2,Bachelor,Millenials 24-38 Y,High,Medium,Better
783,41,No,Travel_Rarely,509,Research & Development,7,Technical Degree,2,Female,43,4,Research Scientist,3,Married,3376,18863,1,No,13,3,3,0,10,3,3,10,6,0,8,Bachelor,Gen X 39-54 Y,Medium,High,Very High
784,38,No,Travel_Rarely,330,Research & Development,17,Life Sciences,3,Female,65,2,Healthcare Representative,3,Married,8823,24608,0,No,18,3,1,1,20,4,2,19,9,1,9,Bachelor,Millenials 24-38 Y,High,Medium,Good
785,40,No,Travel_Rarely,1492,Research & Development,20,Technical Degree,1,Male,61,3,Healthcare Representative,4,Married,10322,26542,4,No,20,4,4,1,14,6,3,11,10,11,1,Master,Gen X 39-54 Y,Low,High,Better
786,27,No,Non-Travel,1277,Research & Development,8,Life Sciences,1,Male,87,1,Laboratory Technician,3,Married,4621,5869,1,No,19,3,4,3,3,4,3,3,2,1,2,Doctor,Millenials 24-38 Y,Low,High,Bad
787,55,No,Travel_Frequently,1091,Research & Development,2,Life Sciences,4,Male,65,3,Manufacturing Director,2,Married,10976,15813,3,No,18,3,2,1,23,4,3,3,2,1,2,Bachelor,Gen Boomers >= 55 Y,Very High,High,Better
788,28,No,Travel_Rarely,857,Research & Development,10,Other,3,Female,59,3,Research Scientist,3,Single,3660,7909,3,No,13,3,4,0,10,4,4,8,7,1,7,Bachelor,Millenials 24-38 Y,High,Best,Better
789,44,Yes,Travel_Rarely,1376,Human Resources,1,Medical,2,Male,91,2,Human Resources,1,Married,10482,2326,9,No,14,3,4,1,24,1,3,20,6,3,6,Bachelor,Gen X 39-54 Y,Medium,High,Good
790,33,No,Travel_Rarely,654,Research & Development,5,Life Sciences,4,Male,34,2,Healthcare Representative,4,Divorced,7119,21214,4,No,15,3,3,1,9,2,3,3,2,1,2,Bachelor,Millenials 24-38 Y,Very High,High,Good
791,35,Yes,Travel_Rarely,1204,Sales,4,Technical Degree,4,Male,86,3,Sales Executive,1,Single,9582,10333,0,Yes,22,4,1,0,9,2,3,8,7,4,7,Bachelor,Millenials 24-38 Y,Very High,High,Better
792,33,Yes,Travel_Frequently,827,Research & Development,29,Medical,1,Female,54,2,Research Scientist,3,Single,4508,3129,1,No,22,4,2,0,14,4,3,13,7,3,8,Master,Millenials 24-38 Y,Low,High,Good
793,28,No,Travel_Rarely,895,Research & Development,15,Life Sciences,1,Male,50,3,Laboratory Technician,3,Divorced,2207,22482,1,No,16,3,4,1,4,5,2,4,2,2,2,Bachelor,Millenials 24-38 Y,Low,Medium,Better
794,34,No,Travel_Frequently,618,Research & Development,3,Life Sciences,1,Male,45,3,Healthcare Representative,4,Single,7756,22266,0,No,17,3,3,0,7,1,2,6,2,0,4,Bachelor,Millenials 24-38 Y,Low,Medium,Better
795,37,No,Travel_Rarely,309,Sales,10,Life Sciences,4,Female,88,2,Sales Executive,4,Divorced,6694,24223,2,Yes,14,3,3,3,8,5,3,1,0,0,0,Master,Millenials 24-38 Y,Very High,High,Good
796,25,Yes,Travel_Rarely,1219,Research & Development,4,Technical Degree,4,Male,32,3,Laboratory Technician,4,Married,3691,4605,1,Yes,15,3,2,1,7,3,4,7,7,5,6,Bachelor,Millenials 24-38 Y,Very High,Best,Better
797,26,Yes,Travel_Rarely,1330,Research & Development,21,Medical,1,Male,37,3,Laboratory Technician,3,Divorced,2377,19373,1,No,20,4,3,1,1,0,2,1,1,0,0,Bachelor,Millenials 24-38 Y,Low,Medium,Better
798,33,Yes,Travel_Rarely,1017,Research & Development,25,Medical,1,Male,55,2,Research Scientist,2,Single,2313,2993,4,Yes,20,4,2,0,5,0,3,2,2,2,2,Bachelor,Millenials 24-38 Y,Low,High,Good
799,42,No,Travel_Rarely,469,Research & Development,2,Medical,4,Male,35,3,Manager,1,Married,17665,14399,0,No,17,3,4,1,23,3,3,22,6,13,7,Bachelor,Gen X 39-54 Y,Very High,High,Better
800,28,Yes,Travel_Frequently,1009,Research & Development,1,Medical,1,Male,45,2,Laboratory Technician,2,Divorced,2596,7160,1,No,15,3,1,2,1,2,3,1,0,0,0,Bachelor,Millenials 24-38 Y,Low,High,Good
801,50,Yes,Travel_Frequently,959,Sales,1,Other,4,Male,81,3,Sales Executive,3,Single,4728,17251,3,Yes,14,3,4,0,5,4,3,0,0,0,0,Master,Gen X 39-54 Y,Very High,High,Better
802,33,No,Travel_Frequently,970,Sales,7,Life Sciences,4,Female,30,3,Sales Executive,2,Married,4302,13401,0,No,17,3,3,1,4,3,3,3,2,0,2,Bachelor,Millenials 24-38 Y,Very High,High,Better
803,34,No,Non-Travel,697,Research & Development,3,Life Sciences,3,Male,40,2,Research Scientist,4,Married,2979,22478,3,No,17,3,4,3,6,2,3,0,0,0,0,Master,Millenials 24-38 Y,High,High,Good
804,48,No,Non-Travel,1262,Research & Development,1,Medical,1,Male,35,4,Manager,4,Single,16885,16154,2,No,22,4,3,0,27,3,2,5,4,2,1,Master,Gen X 39-54 Y,Low,Medium,Very High
805,45,No,Non-Travel,1050,Sales,9,Life Sciences,2,Female,65,2,Sales Executive,3,Married,5593,17970,1,No,13,3,4,1,15,2,3,15,10,4,12,Master,Gen X 39-54 Y,Medium,High,Good
806,52,No,Travel_Rarely,994,Research & Development,7,Life Sciences,2,Male,87,3,Healthcare Representative,2,Single,10445,15322,7,No,19,3,4,0,18,4,3,8,6,4,0,Master,Gen X 39-54 Y,Medium,High,Better
807,38,No,Travel_Rarely,770,Sales,10,Marketing,3,Male,73,2,Sales Executive,3,Divorced,8740,5569,0,Yes,14,3,2,2,9,2,3,8,7,2,7,Master,Millenials 24-38 Y,High,High,Good
808,29,No,Travel_Rarely,1107,Research & Development,28,Life Sciences,3,Female,93,3,Research Scientist,4,Divorced,2514,26968,4,No,22,4,1,1,11,1,3,7,5,1,7,Master,Millenials 24-38 Y,High,High,Better
809,28,No,Travel_Rarely,950,Research & Development,3,Medical,4,Female,93,3,Manufacturing Director,2,Divorced,7655,8039,0,No,17,3,2,3,10,3,2,9,7,1,7,Bachelor,Millenials 24-38 Y,Very High,Medium,Better
810,46,No,Travel_Rarely,406,Sales,3,Marketing,1,Male,52,3,Manager,3,Married,17465,15596,3,No,12,3,4,1,23,3,3,12,9,4,9,Bachelor,Gen X 39-54 Y,Low,High,Better
811,38,No,Travel_Rarely,130,Sales,2,Marketing,4,Male,32,3,Sales Executive,2,Single,7351,20619,7,No,16,3,3,0,10,2,3,1,0,0,0,Bachelor,Millenials 24-38 Y,Very High,High,Better
812,43,No,Travel_Frequently,1082,Research & Development,27,Life Sciences,3,Female,83,3,Manufacturing Director,1,Married,10820,11535,8,No,11,3,3,1,18,1,3,8,7,0,1,Bachelor,Gen X 39-54 Y,High,High,Better
813,39,Yes,Travel_Frequently,203,Research & Development,2,Life Sciences,1,Male,84,3,Healthcare Representative,4,Divorced,12169,13547,7,No,11,3,4,3,21,4,3,18,7,11,5,Bachelor,Gen X 39-54 Y,Low,High,Better
814,40,No,Travel_Rarely,1308,Research & Development,14,Medical,3,Male,44,2,Research Director,3,Single,19626,17544,1,No,14,3,1,0,21,2,4,20,7,4,9,Bachelor,Gen X 39-54 Y,High,Best,Good
815,21,No,Travel_Rarely,984,Research & Development,1,Technical Degree,4,Female,70,2,Research Scientist,2,Single,2070,25326,1,Yes,11,3,3,0,2,6,4,2,2,2,2,Bachelor,Gen Z 18 - 23 Y,Very High,Best,Good
816,39,No,Non-Travel,439,Research & Development,9,Life Sciences,3,Male,70,3,Laboratory Technician,2,Single,6782,8770,9,No,15,3,3,0,9,2,2,5,4,0,3,Bachelor,Gen X 39-54 Y,High,Medium,Better
817,36,No,Non-Travel,217,Research & Development,18,Life Sciences,1,Male,78,3,Manufacturing Director,4,Single,7779,23238,2,No,20,4,1,0,18,0,3,11,9,0,9,Master,Millenials 24-38 Y,Low,High,Better
818,31,No,Travel_Frequently,793,Sales,20,Life Sciences,3,Male,67,4,Sales Representative,4,Married,2791,21981,0,No,12,3,1,1,3,4,3,2,2,2,2,Bachelor,Millenials 24-38 Y,High,High,Very High
819,28,No,Travel_Rarely,1451,Research & Development,2,Life Sciences,1,Male,67,2,Research Scientist,2,Married,3201,19911,0,No,17,3,1,0,6,2,1,5,3,0,4,Bachelor,Millenials 24-38 Y,Low,Low,Good
820,35,No,Travel_Frequently,1182,Sales,11,Marketing,4,Male,54,3,Sales Executive,4,Divorced,4968,18500,1,No,11,3,4,1,5,3,3,5,2,0,2,Bachelor,Millenials 24-38 Y,Very High,High,Better
821,49,No,Travel_Rarely,174,Sales,8,Technical Degree,4,Male,56,2,Sales Executive,2,Married,13120,11879,6,No,17,3,2,1,22,3,3,9,8,2,3,Master,Gen X 39-54 Y,Very High,High,Good
822,34,No,Travel_Frequently,1003,Research & Development,2,Life Sciences,4,Male,95,3,Manufacturing Director,3,Single,4033,15834,2,No,11,3,4,0,5,3,2,3,2,0,2,Bachelor,Millenials 24-38 Y,Very High,Medium,Better
823,29,No,Travel_Frequently,490,Research & Development,10,Life Sciences,4,Female,61,3,Research Scientist,2,Divorced,3291,17940,0,No,14,3,4,2,8,2,2,7,5,1,1,Bachelor,Millenials 24-38 Y,Very High,Medium,Better
824,42,No,Travel_Rarely,188,Research & Development,29,Medical,2,Male,56,1,Laboratory Technician,4,Single,4272,9558,4,No,19,3,1,0,16,3,3,1,0,0,0,Bachelor,Gen X 39-54 Y,Medium,High,Bad
825,29,No,Travel_Rarely,718,Research & Development,8,Medical,2,Male,79,2,Manufacturing Director,4,Married,5056,17689,1,Yes,15,3,3,1,10,2,2,10,7,1,2,Bachelor,Millenials 24-38 Y,Medium,Medium,Good
